id,titulo,autor,siglo,texto_limpio,tokens_utiles
368,Sonetos creados entre 1586-1587 – (1600?),Juan de Salinas,15-17,conservada cereza guinda cruda y en pesado vellon de ciento en ciento los anos del glorioso nacimiento de la encubierta majestad desnuda mercedes tales son que nadie duda ser imposible recibir descuento y cuando alguno de palabra intento hallo corto el caudal la lengua muda varios sucesos nuevos desenganos tristes malogros de esperanzas ciertas me tienen tanto mas reconocido vivame el par sin par dichosos anos pues de tan de par en par abre sus puertas del corazon piadoso a un desvalido,conservada cereza guinda cruda pesado vellon ciento ciento anos glorioso nacimiento encubierta majestad desnuda mercedes tales son nadie duda ser imposible recibir descuento cuando alguno palabra intento hallo corto caudal lengua muda varios sucesos nuevos desenganos tristes malogros esperanzas ciertas me tienen tanto reconocido vivame par par dichosos anos pues tan par par abre puertas corazon piadoso desvalido
369,De la comedia El Eneas de Dios,Agustín Moreto y Cavana,15-17,senor que de esta candida cortina cubres la majestad que admira el cielo si el arca del mana cubre este velo amor piadoso como ves me inclina perdona lo que un alma determina que abrasas tu con tu amoroso celo pues todo el fuego me parece hielo al resplandor de tu deidad divina confiesote mis culpas y te pido perdon de tan extrano atrevimiento disculpado de amor de amor vencido no temi el fuego alli mayor lo siento que el hielo del temor que te es debido me supo defender de este elemento,senor esta candida cortina cubres majestad admira cielo si arca mana cubre este velo amor piadoso como ves me inclina perdona alma determina abrasas tu tu amoroso celo pues todo fuego me parece hielo resplandor tu deidad divina confiesote mis culpas te pido perdon tan extrano atrevimiento disculpado amor amor vencido no temi fuego alli mayor siento hielo temor te debido me supo defender este elemento
370,Soneto,Francisco de Figueroa,15-17,bien puede hacer amor lo que quisiere mas que puede hacer ya que no haya hecho secreto esta mi mal aca en el pecho entiendalo no mas quien me entendiere yo callare senora si pudiere y si podre por fuerza o por derecho por ser tan bueno el mal que me habeis hecho que no deseare mas mientras viviere dentro en mi alma estais siempre metida si no cabeis en ella por ser grande exceso es vuestro que no falta suya sufrid por lengua y pluma que despida no lo forceis que tan estrecha ande que me aparte de vos y me destruya,bien puede hacer amor quisiere puede hacer ya no haya hecho secreto esta mi mal aca pecho entiendalo no quien me entendiere yo callare senora si pudiere si podre fuerza derecho ser tan bueno mal me habeis hecho no deseare mientras viviere dentro mi alma estais siempre metida si no cabeis ella ser grande exceso vuestro no falta suya sufrid lengua pluma despida no forceis tan estrecha ande me aparte vos me destruya
371,Soneto,Luis de Sandoval y Zapata,15-17,iluminando el occidente estaba quien para oriente de beldad nacia por detener lo que a espirar corria la esfera de este ocaso el sol buscaba yo que en el occidente luz rondaba en un morir enamorado ardia el ultimo periodo de mi dia luna era que vida madrugaba desde occidente estas al sol ganando el da heridas fatales fugitivo tu das inmovil de salud heridas orientes para piras esta dando y tu desde el ocaso sol mas vivo estas enamorado para vidas,iluminando occidente estaba quien oriente beldad nacia detener espirar corria esfera este ocaso sol buscaba yo occidente luz rondaba morir enamorado ardia ultimo periodo mi dia luna era vida madrugaba occidente estas sol ganando da heridas fatales fugitivo tu das inmovil salud heridas orientes piras esta dando tu ocaso sol vivo estas enamorado vidas
372,- XLI -,Marqués de Santillana,15-17,de mi mesma comienca la ordenada caridad e asi vos tercio calixto aquella santidad bien meritada por fray vicente disci pl o de cristo quesiste que fuese confirmada por consistorio segunt vos fue visto gozose espana con esta jornada que a dios fue grato e al mundo bienquisto mas imploramos a vuestra clemencia si seran dignas nuestras santas preces non se recusen mas da d nos segundo canonizado por vulgar sentencia al confesor insign e villa c reces muy gloriosa fue su vida al mundo,mi mesma comienca ordenada caridad e asi vos tercio calixto aquella santidad bien meritada fray vicente disci pl cristo quesiste fuese confirmada consistorio segunt vos visto gozose espana esta jornada dios grato e mundo bienquisto imploramos vuestra clemencia si seran dignas nuestras santas preces non recusen da d nos segundo canonizado vulgar sentencia confesor insign e villa c reces gloriosa vida mundo
373,Soneto,Luis de Rivera,15-17,cubrid de flores a la bella esposa que se apaga el oriente en sus mejillas y un exceso de amor vuelve amarillas almas si ya os toco llama hermosa revivid la temprana y fresca rosa que viola parece maravillas de vehemente ardor y como humillas al alma por tu santa union ansiosa las preciadas camuesas de sus huertos traed para que huela y el semblante suyo fortaleced con nuevas flores que yace de amorosos desconciertos ella herida y el amor triunfante que mucho que la venza mal de amores,cubrid flores bella esposa apaga oriente mejillas exceso amor vuelve amarillas almas si ya os toco llama hermosa revivid temprana fresca rosa viola parece maravillas vehemente ardor como humillas alma tu santa union ansiosa preciadas camuesas huertos traed huela semblante suyo fortaleced nuevas flores yace amorosos desconciertos ella herida amor triunfante mucho venza mal amores
374,- X -,Marqués de Santillana,15-17,fiera castino con aguda lanca la temerosa gente pompeana el cometiente las mas veces gana al victorioso nuze la tardanca razon nos mueve e cierta esperanca es el alferze de vuestra bandera e justicia patrona e delantera e nos conduce con grand ordenanca recuerdenos la vida que vivides la cual yo llamo imagen de muerte e tantas menguas sean vos delante pensad las causas por que las sofrides ca en vuestra espada es la buena suerte e los honores del carro triumfante,fiera castino aguda lanca temerosa gente pompeana cometiente veces gana victorioso nuze tardanca razon nos mueve e cierta esperanca alferze vuestra bandera e justicia patrona e delantera e nos conduce grand ordenanca recuerdenos vida vivides cual yo llamo imagen muerte e tantas menguas sean vos delante pensad causas sofrides ca vuestra espada buena suerte e honores carro triumfante
375,Soneto,Juan Pérez de Montalbán,15-17,de un curioso no ilicito desvelo dina bien persuadida y mal segura con disfrazadas galas ver procura en otras el retrato de su cielo por sosegar su honor y su recelo se cubre el rostro pero fue locura pues vino a ser afeite en su hermosura el ocultarla con tan facil velo sale gallarda y los claveles rojos viendo a siquen de purpura mejoran y logra amor sus fimeros antojos lloran los ojos el honor que ignoran que como el dano nace de los ojos son tambien los primeros que lo lloran,curioso no ilicito desvelo dina bien persuadida mal segura disfrazadas galas ver procura otras retrato cielo sosegar honor recelo cubre rostro locura pues vino ser afeite hermosura ocultarla tan facil velo sale gallarda claveles rojos viendo siquen purpura mejoran logra amor fimeros antojos lloran ojos honor ignoran como dano nace ojos son tambien primeros lloran
376,De la misma comedia,Juan Pérez de Montalbán,15-17,senor si soy un ser una existencia que sustenta mi ser y vuestro celo para otro ser que deposita el cielo me dio este ser por modo de influencia si el ser que tengo en propia subsistencia al ser que espero en vos sirve de velo no quiero ser mi ser que es desconsuelo faltar a la verdad por la apariencia del ser de nada antes de ser sacaste el ser imaginario que me diste y en el presente ser me colocaste mas si para otro ser me previniste romped el ser con que este ser formaste y a ser vendre sin ser lo que quisiste,senor si soy ser existencia sustenta mi ser vuestro celo otro ser deposita cielo me dio este ser modo influencia si ser tengo propia subsistencia ser espero vos sirve velo no quiero ser mi ser desconsuelo faltar verdad apariencia ser nada antes ser sacaste ser imaginario me diste presente ser me colocaste si otro ser me previniste romped ser este ser formaste ser vendre ser quisiste
377,- IV -,Marqués de Santillana,15-17,sitio de amor con grand artilleria me veo en torno e con poder inmenso e jamas cessan de noche e de dia nin el animo mio esta suspenso de sus combates con tanta porfia que ya me sobran maguer me defenso pues que faras o triste vida mia que non lo alcanzo por mucho que pienso la corporea fuerca de samson ni de david el gran amor divino el seso nin saber de salomon nin hercoles se falla tanto dino que resistir pudiessen tal presion asi que a defensar me fallo indino,sitio amor grand artilleria me veo torno e poder inmenso e jamas cessan noche e dia nin animo mio esta suspenso combates tanta porfia ya me sobran maguer me defenso pues faras triste vida mia non alcanzo mucho pienso corporea fuerca samson ni david gran amor divino seso nin saber salomon nin hercoles falla tanto dino resistir pudiessen tal presion asi defensar me fallo indino
378,A San Isidro,Juan Pérez de Montalbán,15-17,los campos de madrid isidro santo que fueron paraiso peregrino mudos alaban a su adan divino que un cielo les compro pagado en llanto pues cuando isidro con amante canto vacaba su labor a dios vecino de agricolas brillantes se previno que presten tanta luz esplendor tanto orad isidro orad pues tan copioso se ostenta dios que vuestro efecto escoge y espiritus humilla por tributo dichoso vos pues es aquel dichoso que de los cielos la cosecha coge sembrando aqui sus lagrima el fruto,campos madrid isidro santo fueron paraiso peregrino mudos alaban adan divino cielo les compro pagado llanto pues cuando isidro amante canto vacaba labor dios vecino agricolas brillantes previno presten tanta luz esplendor tanto orad isidro orad pues tan copioso ostenta dios vuestro efecto escoge espiritus humilla tributo dichoso vos pues aquel dichoso cielos cosecha coge sembrando aqui lagrima fruto
379,- III -,Marqués de Santillana,15-17,cual se mostraba la gentil lavina en los honrados templos de laurencia cuando solemnizaban a heritina las gentes d ella con toda femencia y cual parece flor de clavellina en los frescos jardines de florencia vieron mis ojos en forma divina la vuestra imagen e diva presencia cuando la llaga o mortal herida llago mi pecho con dardo amoroso la cual me mata en prompto e da vida me face ledo contento o quexoso alegre paso la pena indebida ardiendo en fuego me hallo en reposo,cual mostraba gentil lavina honrados templos laurencia cuando solemnizaban heritina gentes d ella toda femencia cual parece flor clavellina frescos jardines florencia vieron mis ojos forma divina vuestra imagen e diva presencia cuando llaga mortal herida llago mi pecho dardo amoroso cual me mata prompto e da vida me face ledo contento quexoso alegre paso pena indebida ardiendo fuego me hallo reposo
